route,airline,departure_point,arrival_point,aircraft_model,departure_time,arrival_time
S7 2045,S7,"Москва, MOW","Сочи, AER",Boeing 737-800,28.03.2025 11:55,28.03.2025 15:45
S7 2045,S7,"Москва, MOW","Сочи, AER",Boeing 737-800,29.03.2025 11:55,29.03.2025 15:45
S7 2045,S7,"Москва, MOW","Сочи, AER",Airbus A320,08.03.2025 08:45,08.03.2025 12:35
S7 2045,S7,"Москва, MOW","Сочи, AER",Airbus A320,08.03.2025 09:35,08.03.2025 13:25
S7 2045,S7,"Москва, MOW","Сочи, AER",Airbus A320,08.03.2025 11:00,08.03.2025 14:50
S7 2045,S7,"Москва, MOW","Сочи, AER",Boeing 737-800,08.03.2025 11:55,08.03.2025 15:45
S7 2045,S7,"Москва, MOW","Сочи, AER",Airbus A320,08.03.2025 13:20,08.03.2025 17:10
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,06.03.2025 08:45,06.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,07.03.2025 08:45,07.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,08.03.2025 08:45,08.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,09.03.2025 08:45,09.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,10.03.2025 08:45,10.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,11.03.2025 08:45,11.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,12.03.2025 08:45,12.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,13.03.2025 08:45,13.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,14.03.2025 08:45,14.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,15.03.2025 08:45,15.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,16.03.2025 08:45,16.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,17.03.2025 08:45,17.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,18.03.2025 08:45,18.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,19.03.2025 08:45,19.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,20.03.2025 08:45,20.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,21.03.2025 08:45,21.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,22.03.2025 08:45,22.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,23.03.2025 08:45,23.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,24.03.2025 08:45,24.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,25.03.2025 08:45,25.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,26.03.2025 08:45,26.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,27.03.2025 08:45,27.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,28.03.2025 08:45,28.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,29.03.2025 08:45,29.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,07.03.2025 06:00,07.03.2025 09:50
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,07.03.2025 08:45,07.03.2025 12:35
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,07.03.2025 11:00,07.03.2025 14:50
S7 2043,S7,"Москва, MOW","Сочи, AER",Boeing 737-800,07.03.2025 11:55,07.03.2025 15:45
S7 2043,S7,"Москва, MOW","Сочи, AER",Airbus A320,07.03.2025 13:20,07.03.2025 17:10
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,06.03.2025 18:00,06.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.03.2025 18:00,07.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.03.2025 18:00,08.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,09.03.2025 18:00,09.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,10.03.2025 18:00,10.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,11.03.2025 18:00,11.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,12.03.2025 18:00,12.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,13.03.2025 18:00,13.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,14.03.2025 18:00,14.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,15.03.2025 18:00,15.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,16.03.2025 18:00,16.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,17.03.2025 18:00,17.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,18.03.2025 18:00,18.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,19.03.2025 18:00,19.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,20.03.2025 18:00,20.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,21.03.2025 18:00,21.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,22.03.2025 18:00,22.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,23.03.2025 18:00,23.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,24.03.2025 18:00,24.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,25.03.2025 18:00,25.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,26.03.2025 18:00,26.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,27.03.2025 18:00,27.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,28.03.2025 18:00,28.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,29.03.2025 18:00,29.03.2025 19:40
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.03.2025 09:50,07.03.2025 11:30
S7 1015,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.03.2025 18:00,07.03.2025 19:40
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,06.03.2025 09:50,06.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.03.2025 09:50,07.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.03.2025 09:50,08.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,09.03.2025 09:50,09.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,10.03.2025 09:50,10.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,11.03.2025 09:50,11.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,12.03.2025 09:50,12.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,13.03.2025 09:50,13.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,14.03.2025 09:50,14.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,15.03.2025 09:50,15.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,16.03.2025 09:50,16.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,17.03.2025 09:50,17.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,18.03.2025 09:50,18.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,19.03.2025 09:50,19.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,20.03.2025 09:50,20.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,21.03.2025 09:50,21.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,22.03.2025 09:50,22.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,23.03.2025 09:50,23.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,24.03.2025 09:50,24.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,25.03.2025 09:50,25.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,26.03.2025 09:50,26.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,27.03.2025 09:50,27.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,28.03.2025 09:50,28.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,29.03.2025 09:50,29.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.03.2025 09:50,08.03.2025 11:30
S7 1011,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.03.2025 18:00,08.03.2025 19:40
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,30.03.2025 18:10,30.03.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,31.03.2025 18:10,31.03.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,01.04.2025 18:10,01.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,02.04.2025 18:10,02.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,03.04.2025 18:10,03.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,04.04.2025 18:10,04.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,05.04.2025 18:10,05.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,06.04.2025 18:10,06.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.04.2025 18:10,07.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.04.2025 18:10,08.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,09.04.2025 18:10,09.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,10.04.2025 18:10,10.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,11.04.2025 18:10,11.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,12.04.2025 18:10,12.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,13.04.2025 18:10,13.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,14.04.2025 18:10,14.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,15.04.2025 18:10,15.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,16.04.2025 18:10,16.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,17.04.2025 18:10,17.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,18.04.2025 18:10,18.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,19.04.2025 18:10,19.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,20.04.2025 18:10,20.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,21.04.2025 18:10,21.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,22.04.2025 18:10,22.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,23.04.2025 18:10,23.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,24.04.2025 18:10,24.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,25.04.2025 18:10,25.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,26.04.2025 18:10,26.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,27.04.2025 18:10,27.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,28.04.2025 18:10,28.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,29.04.2025 18:10,29.04.2025 19:45
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.03.2025 09:50,07.03.2025 11:30
S7 1007,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.03.2025 18:00,07.03.2025 19:40
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,30.03.2025 09:30,30.03.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,31.03.2025 09:30,31.03.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,01.04.2025 09:30,01.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,02.04.2025 09:30,02.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,03.04.2025 09:30,03.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,04.04.2025 09:30,04.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,05.04.2025 09:30,05.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,06.04.2025 09:30,06.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,07.04.2025 09:30,07.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.04.2025 09:30,08.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,09.04.2025 09:30,09.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,10.04.2025 09:30,10.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,11.04.2025 09:30,11.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,12.04.2025 09:30,12.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,13.04.2025 09:30,13.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,14.04.2025 09:30,14.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,15.04.2025 09:30,15.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,16.04.2025 09:30,16.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,17.04.2025 09:30,17.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,18.04.2025 09:30,18.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,19.04.2025 09:30,19.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,20.04.2025 09:30,20.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,21.04.2025 09:30,21.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,22.04.2025 09:30,22.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,23.04.2025 09:30,23.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,24.04.2025 09:30,24.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,25.04.2025 09:30,25.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,26.04.2025 09:30,26.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,27.04.2025 09:30,27.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,28.04.2025 09:30,28.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,29.04.2025 09:30,29.04.2025 11:05
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.03.2025 09:50,08.03.2025 11:30
S7 1003,S7,"Москва, MOW","Санкт-Петербург, LED",Airbus A320,08.03.2025 18:00,08.03.2025 19:40
S7 1075,S7,"Москва, MOW","Самара, KUF",Airbus A320,08.03.2025 20:00,08.03.2025 22:50
S7 1075,S7,"Москва, MOW","Самара, KUF",Airbus A320,07.03.2025 15:35,07.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,06.03.2025 15:35,06.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,07.03.2025 15:35,07.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,08.03.2025 15:35,08.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,09.03.2025 15:35,09.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,10.03.2025 15:35,10.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,11.03.2025 16:20,11.03.2025 19:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,12.03.2025 15:35,12.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,13.03.2025 15:35,13.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,14.03.2025 15:35,14.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,15.03.2025 15:35,15.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,16.03.2025 15:35,16.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,17.03.2025 15:35,17.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,18.03.2025 15:35,18.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,19.03.2025 15:35,19.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,20.03.2025 15:35,20.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,21.03.2025 15:35,21.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,22.03.2025 15:35,22.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,23.03.2025 15:35,23.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,24.03.2025 15:35,24.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,25.03.2025 15:35,25.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,26.03.2025 15:35,26.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,27.03.2025 15:35,27.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,28.03.2025 15:35,28.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,29.03.2025 15:35,29.03.2025 18:25
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,30.03.2025 14:25,30.03.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,31.03.2025 14:25,31.03.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,01.04.2025 14:25,01.04.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,02.04.2025 14:25,02.04.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,03.04.2025 14:25,03.04.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,04.04.2025 14:25,04.04.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,05.04.2025 14:25,05.04.2025 17:10
S7 1073,S7,"Москва, MOW","Самара, KUF",Airbus A320,07.03.2025 15:35,07.03.2025 18:25
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,06.03.2025 18:55,06.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,07.03.2025 18:55,07.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,08.03.2025 18:55,08.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,09.03.2025 18:55,09.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,10.03.2025 18:55,10.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,11.03.2025 18:55,11.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,12.03.2025 18:55,12.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,13.03.2025 18:55,13.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,14.03.2025 18:55,14.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,15.03.2025 18:55,15.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,16.03.2025 18:55,16.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,17.03.2025 18:55,17.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,18.03.2025 18:55,18.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,19.03.2025 18:55,19.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,20.03.2025 18:55,20.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,21.03.2025 18:55,21.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,22.03.2025 18:55,22.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,23.03.2025 18:55,23.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,24.03.2025 18:55,24.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,25.03.2025 18:55,25.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,26.03.2025 18:55,26.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,27.03.2025 18:55,27.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,28.03.2025 18:55,28.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,29.03.2025 18:55,29.03.2025 20:20
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,30.03.2025 19:40,30.03.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,31.03.2025 19:40,31.03.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,01.04.2025 19:40,01.04.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,02.04.2025 19:40,02.04.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,03.04.2025 19:40,03.04.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,04.04.2025 19:40,04.04.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,05.04.2025 19:40,05.04.2025 21:00
S7 1195,S7,"Москва, MOW","Пенза, PEZ",Airbus A320,07.03.2025 18:55,07.03.2025 20:20
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,06.03.2025 23:20,06.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,07.03.2025 23:20,07.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,08.03.2025 23:20,08.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,09.03.2025 23:20,09.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,10.03.2025 23:20,10.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,11.03.2025 23:20,11.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,12.03.2025 23:20,12.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,13.03.2025 23:20,13.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,14.03.2025 23:20,14.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,15.03.2025 23:20,15.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,16.03.2025 23:20,16.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,17.03.2025 23:20,17.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,18.03.2025 23:20,18.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,19.03.2025 23:20,19.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,20.03.2025 23:20,20.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,21.03.2025 23:20,21.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,22.03.2025 23:20,22.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,23.03.2025 23:20,23.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,24.03.2025 23:20,24.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,25.03.2025 23:20,25.03.2025 05:45
S7 2565,S7,"Москва, MOW","Омск, OMS",Airbus A320,26.03.2025 23:20,26.03.2025 05:45
