route,airline,departure_point,arrival_point,aircraft_model,departure_time,arrival_time
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,07.03.2025 06:30,07.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,09.03.2025 06:30,09.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,10.03.2025 06:30,10.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,11.03.2025 06:30,11.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,12.03.2025 06:30,12.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,13.03.2025 06:30,13.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,14.03.2025 06:30,14.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,16.03.2025 06:30,16.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,17.03.2025 06:30,17.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,18.03.2025 06:30,18.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,19.03.2025 06:30,19.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,20.03.2025 06:30,20.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,21.03.2025 06:30,21.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,23.03.2025 06:30,23.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,24.03.2025 06:30,24.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,25.03.2025 06:30,25.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,26.03.2025 06:30,26.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,27.03.2025 06:30,27.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,28.03.2025 06:30,28.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,30.03.2025 06:30,30.03.2025 07:45
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,31.03.2025 06:25,31.03.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,01.04.2025 06:25,01.04.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,02.04.2025 06:25,02.04.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,03.04.2025 06:25,03.04.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,04.04.2025 06:25,04.04.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,05.04.2025 06:25,05.04.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,06.04.2025 06:25,06.04.2025 07:40
S7 5313,S7,"Новосибирск, OVB","Абакан, ABA",Embraer RJ170,08.03.2025 14:00,08.03.2025 15:15
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,30.03.2025 18:00,30.03.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,01.04.2025 18:00,01.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,04.04.2025 18:00,04.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,08.04.2025 18:00,08.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,11.04.2025 18:00,11.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,15.04.2025 18:00,15.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,18.04.2025 18:00,18.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,22.04.2025 18:00,22.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,25.04.2025 18:00,25.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,29.04.2025 18:00,29.04.2025 17:30
S7 5363,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,07.03.2025 07:10,07.03.2025 06:45
S7 5329,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,09.03.2025 22:05,09.03.2025 21:40
S7 5329,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,16.03.2025 22:05,16.03.2025 21:40
S7 5329,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,06.04.2025 18:00,06.04.2025 17:30
S7 5329,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,07.03.2025 07:10,07.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,06.03.2025 07:10,06.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,07.03.2025 07:10,07.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,08.03.2025 07:10,08.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,09.03.2025 07:10,09.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,10.03.2025 07:10,10.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,11.03.2025 07:10,11.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,12.03.2025 07:10,12.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,13.03.2025 07:10,13.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,14.03.2025 07:10,14.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,15.03.2025 07:10,15.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,16.03.2025 07:10,16.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,17.03.2025 07:10,17.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,18.03.2025 07:10,18.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,19.03.2025 07:10,19.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,20.03.2025 07:10,20.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,21.03.2025 07:10,21.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,22.03.2025 07:10,22.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,23.03.2025 07:10,23.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,24.03.2025 07:10,24.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,25.03.2025 07:10,25.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,26.03.2025 07:10,26.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,27.03.2025 07:10,27.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,28.03.2025 07:10,28.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,29.03.2025 07:10,29.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,30.03.2025 07:15,30.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,31.03.2025 07:15,31.03.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,01.04.2025 07:15,01.04.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,02.04.2025 07:15,02.04.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,03.04.2025 07:15,03.04.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,04.04.2025 07:15,04.04.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,05.04.2025 07:15,05.04.2025 06:45
S7 5327,S7,"Новосибирск, OVB","Нижневартовск, NJC",Embraer RJ170,07.03.2025 07:10,07.03.2025 06:45
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,07.03.2025 02:25,07.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,08.03.2025 02:25,08.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,09.03.2025 02:25,09.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A321,10.03.2025 02:25,10.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,11.03.2025 02:25,11.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,12.03.2025 02:25,12.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,13.03.2025 02:25,13.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,14.03.2025 02:25,14.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A321,15.03.2025 02:25,15.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,16.03.2025 02:25,16.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A321,17.03.2025 02:25,17.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,18.03.2025 02:25,18.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,19.03.2025 02:25,19.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,20.03.2025 02:25,20.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,21.03.2025 02:25,21.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,22.03.2025 02:25,22.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,23.03.2025 02:25,23.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A321,24.03.2025 02:25,24.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,25.03.2025 02:25,25.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,26.03.2025 02:25,26.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,27.03.2025 02:25,27.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,28.03.2025 02:25,28.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,29.03.2025 02:25,29.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,30.03.2025 02:25,30.03.2025 08:05
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A320,31.03.2025 02:20,31.03.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,01.04.2025 02:20,01.04.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,02.04.2025 02:20,02.04.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,03.04.2025 02:20,03.04.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A320,04.04.2025 02:20,04.04.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A320,05.04.2025 02:20,05.04.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Airbus A320,06.04.2025 02:20,06.04.2025 08:00
S7 5245,S7,"Новосибирск, OVB","Нерюнгри, NER",Boeing 737-800,07.03.2025 02:25,07.03.2025 08:05
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,09.03.2025 07:50,09.03.2025 08:10
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,11.03.2025 07:50,11.03.2025 08:10
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,16.03.2025 07:50,16.03.2025 08:10
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,18.03.2025 07:50,18.03.2025 08:10
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,23.03.2025 07:50,23.03.2025 08:10
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,25.03.2025 07:50,25.03.2025 08:10
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,30.03.2025 07:45,30.03.2025 08:00
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,03.04.2025 07:45,03.04.2025 08:00
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,06.04.2025 07:45,06.04.2025 08:00
S7 5377,S7,"Новосибирск, OVB","Надым, NYM",Embraer RJ170,09.03.2025 07:50,09.03.2025 08:10
S7 2516,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,30.03.2025 19:10,30.03.2025 19:30
S7 2516,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 06:15,07.03.2025 06:45
S7 2516,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 08:50,07.03.2025 09:20
S7 2516,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 12:50,07.03.2025 13:15
S7 2516,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 15:15,07.03.2025 15:45
S7 2516,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 20:40,07.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,06.03.2025 20:40,06.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 20:40,07.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,08.03.2025 20:40,08.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,09.03.2025 20:40,09.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,10.03.2025 20:40,10.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,11.03.2025 20:40,11.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,12.03.2025 20:40,12.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,13.03.2025 20:40,13.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,14.03.2025 20:40,14.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,15.03.2025 20:40,15.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,16.03.2025 20:40,16.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,17.03.2025 20:40,17.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,18.03.2025 20:40,18.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,19.03.2025 20:40,19.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,20.03.2025 20:40,20.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,21.03.2025 20:40,21.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,22.03.2025 20:40,22.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,23.03.2025 20:40,23.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,24.03.2025 20:40,24.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,25.03.2025 20:40,25.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,26.03.2025 20:40,26.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,27.03.2025 20:40,27.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,28.03.2025 20:40,28.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,29.03.2025 20:40,29.03.2025 21:10
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,30.03.2025 20:40,30.03.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,31.03.2025 20:40,31.03.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,01.04.2025 20:40,01.04.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,02.04.2025 20:40,02.04.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,03.04.2025 20:40,03.04.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,04.04.2025 20:40,04.04.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,05.04.2025 20:40,05.04.2025 21:00
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 06:15,07.03.2025 06:45
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 08:50,07.03.2025 09:20
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 12:50,07.03.2025 13:15
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 15:15,07.03.2025 15:45
S7 2514,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 20:40,07.03.2025 21:10
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,06.03.2025 15:15,06.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 15:15,07.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,08.03.2025 15:15,08.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,09.03.2025 15:15,09.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,10.03.2025 15:15,10.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,11.03.2025 15:15,11.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,12.03.2025 15:15,12.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,13.03.2025 15:15,13.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,14.03.2025 15:15,14.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,15.03.2025 15:15,15.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,16.03.2025 15:15,16.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,17.03.2025 15:15,17.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,18.03.2025 15:15,18.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,19.03.2025 15:15,19.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,20.03.2025 15:15,20.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,21.03.2025 15:15,21.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,22.03.2025 15:15,22.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,23.03.2025 15:15,23.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,24.03.2025 15:15,24.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,25.03.2025 15:15,25.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,26.03.2025 15:15,26.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,27.03.2025 15:15,27.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,28.03.2025 15:15,28.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,29.03.2025 15:15,29.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,30.03.2025 15:30,30.03.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,31.03.2025 15:30,31.03.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,01.04.2025 15:30,01.04.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,02.04.2025 15:30,02.04.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,03.04.2025 15:30,03.04.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,04.04.2025 15:30,04.04.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,05.04.2025 15:30,05.04.2025 15:50
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,08.03.2025 06:15,08.03.2025 06:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,08.03.2025 08:50,08.03.2025 09:20
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,08.03.2025 12:50,08.03.2025 13:15
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,08.03.2025 15:15,08.03.2025 15:45
S7 2510,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,08.03.2025 20:40,08.03.2025 21:10
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,06.03.2025 12:50,06.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 12:50,07.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,08.03.2025 12:50,08.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,09.03.2025 12:50,09.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,10.03.2025 12:50,10.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,11.03.2025 12:50,11.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,12.03.2025 12:50,12.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,13.03.2025 12:50,13.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,14.03.2025 12:50,14.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,15.03.2025 12:50,15.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,16.03.2025 12:50,16.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,17.03.2025 12:50,17.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,18.03.2025 12:50,18.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,19.03.2025 12:50,19.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,20.03.2025 12:50,20.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,21.03.2025 12:50,21.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,22.03.2025 12:50,22.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,23.03.2025 12:50,23.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,24.03.2025 12:50,24.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,25.03.2025 12:50,25.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,26.03.2025 12:50,26.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,27.03.2025 12:50,27.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,28.03.2025 12:50,28.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,29.03.2025 12:50,29.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,30.03.2025 12:25,30.03.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,31.03.2025 12:25,31.03.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,01.04.2025 12:25,01.04.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Boeing 737-800,02.04.2025 12:25,02.04.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,03.04.2025 12:25,03.04.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,04.04.2025 12:25,04.04.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,05.04.2025 12:25,05.04.2025 12:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 06:15,07.03.2025 06:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 08:50,07.03.2025 09:20
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 12:50,07.03.2025 13:15
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A320,07.03.2025 15:15,07.03.2025 15:45
S7 2508,S7,"Новосибирск, OVB","Москва, MOW",Airbus A321,07.03.2025 20:40,07.03.2025 21:10
